article,first main,first talk,reason,comment
Star Africa Commodities & Minerals Limited,20130113185334,20130110225337,unknown,
Star People '97,20110506152858,20090524203451,unknown,
Star TV (Asian TV networks),20110219164935,20080412145116,unknown,
Star TV (Turkey),20050816202352,20041002212404,unknown,
Star Trek 8,20051103191709,20020408112124,unknown,
Star Trek The Original Series,20020721144958,20020602214930,unknown,
Star Trek XI,20070328162210,20070309181317,unknown,
"Star Trek, fan made productions/Archive 1",20070826142741,20060427212955,unknown,
"Star Trek, fan made productions/Archive 2",20070826142616,20070627085843,unknown,
Star Trek: 25th Anniversary,20110306041834,20081129111842,unknown,
Star Trek: 25th Anniversary (video game),20160108032435,20110306041835,unknown,
Star Wars marathon,20140911161844,20080923154718,unknown,
Star Wars/Boba Fett,20020428232707,20020308101742,unknown,
Star Wars: The Clone Wars & Tetris Worlds,20060607004306,20060526093645,unknown,
Star-Telegram,20051005003408,20050924173544,unknown,
StarCraft 2,20070519064332,20070427013646,unknown,
StarDrive,20140611111707,20120815083046,unknown,
Staraptor,20060929162702,20060927185335,unknown,
Staravia,20060929012347,20060927185354,unknown,
Staraya masra,20110513180920,20110122202558,unknown,
Starcraft,20051105192647,20050224013506,unknown,
Starf*ck (party),20060428015552,20060313210735,unknown,
Starfire (1976 character),20090705114013,20080520163048,unknown,
Starfire Sports Complex,20120922035636,20080105034640,unknown,
Starfucker,20161112201959,20110815084436,unknown,
Stargate (music producers),20081227092416,20070408201650,unknown,
Stari Jankovci,20050221215447,20050219213439,unknown,
Starofash,20080505171237,20060315105113,unknown,
Starseeds,20040926070759,20040921220026,unknown,
Start Static,20050524030212,20040124233226,unknown,
"Starz, LLC",20110326051719,20090209032936,unknown,
State Armed Police Forces,20110819193726,20080604073745,unknown,
State Forestry Corps (Italy),20150716164740,20060912184542,unknown,
State Highway 169 (Texas),20070821005048,20070223191856,unknown,
State Route 15 (California),20061001012337,20060426003213,unknown,
"State Route 3015 (Dauphin County, Pennsylvania)",20110121023353,20070218043907,unknown,
State Route 56 (California),20060501232825,20050510073822,unknown,
State Street subway (CTA),20121211031326,20120623195521,unknown,
State Trunk Highway 103 (Wisconsin),20080101044822,20071231012911,unknown,
State Trunk Highway 132 (Wisconsin),20080101044746,20071231013821,unknown,
State Trunk Highway 135 (Wisconsin),20080101044713,20071231013906,unknown,
State Trunk Highway 141 (Wisconsin),20080101044646,20071231014046,unknown,
State Trunk Highway 148 (Wisconsin),20080101044608,20071231014226,unknown,
State Trunk Highway 151 (Wisconsin),20080101044543,20071231014323,unknown,
State Trunk Highway 166 (Wisconsin),20080101044518,20071231014720,unknown,
State Trunk Highway 174 (Wisconsin),20080101044450,20071231014938,unknown,
State Trunk Highway 177 (Wisconsin),20080101044424,20071231015021,unknown,
State Trunk Highway 183 (Wisconsin),20080101044359,20071231015204,unknown,
State Trunk Highway 185 (Wisconsin),20080101044323,20071231015235,unknown,
State Trunk Highway 189 (Wisconsin),20080101044252,20071231015333,unknown,
State Trunk Highway 192 (Wisconsin),20080101044222,20071231015432,unknown,
State university (U.S.),20040804201511,20040222105211,unknown,
Staten island community charter school,20110509081650,20110430201628,unknown,
Statistics of Singapore,20061229051455,20061123181854,unknown,
Statutes of Casimir the Great,20080502221717,20070611221447,unknown,
Statutes of Lithuania,20050420090656,20050325004957,unknown,
Stavysche,20150130021728,20121120200815,unknown,
Stavysche Raion,20150130021720,20121120200812,unknown,
Ste Croix de Beaumont,20080309151051,20070624195631,unknown,
Steadman,20120425044018,20081129125001,unknown,
Steak n Shake,20100217230656,20060801054537,unknown,
Steam packet,20090605195325,20070625003957,unknown,
Stedman,20120425054541,20081129125818,unknown,
Stefan Jagodziński,20080807144046,20080705032049,copyright (move from Stefan Jagodziński/Temp),"temp delete to make way for move, rewritten copyvio"
Stefania Craxi,20090704082731,20090312033618,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]]: prepare for recreation w/o copyvio
Steinberger (disambiguation),20110406045617,20080429125302,unknown,
Steinitz (disambiguation),20130417071945,20081129131925,unknown,
Steinmeier,20140121153703,20131228205658,unknown,
Stellar stream,20091012213853,20070601234233,unknown,
Stem Cell Research Enhancement Act,20070622173826,20070620200426,unknown,
Stemming algorithm,20070116153457,20060702212218,unknown,
Steorn Ltd,20060911161354,20060820065212,copyright,"self-admitted copyvio (see talk page), will re-create as redir"
Stephan Smith,20100531230901,20060519053913,unknown,
Stephanie Scully,20060225060313,20050923132354,unknown,
Stephen A. Schrum,20121026123420,20121016100924,unknown,
Stephen Bradley (disambiguation),20090424143303,20071225151628,unknown,
Stephen Dunham,20070909084741,20070705203040,copyright,purge copyvio
Stephen Ford (disambiguation),20170227121108,20121026110001,unknown,
Stephen Gascoigne,20060702135725,20050628114855,unknown,
Stephen Griffin,20130131102434,20120508045021,unknown,
Stephen H. Weiss,20100309224917,20070703031358,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: Part of a CCI - proposed replacement article remains a close paraphrase. Restarting as stub.
Stephen James Joyce,20110821073516,20061129185707,unknown,
Stephen Jay Gould,20011010035920,20010818232534,great oops,
Stephen King,20010925151406,20010610183721,great oops,
Stephen L. Richards,20070118022554,20050901225014,unknown,
Stephen Lunsford,20070902230912,20060802175847,copyright,Listed on [[WP:CP]] for over a week. content was: '{{copyvio | url=http://imdb.com/name/nm1736524/}}==External link==*[http://imdb.com/name/nm1736524/ Stephen Lunsford] at the [[IMDB]][[Category:1...'
Stephen Ponsonby Peacocke,20150208135129,20090212011203,unknown,
Stephen Rodefer,20070124004508,20061215071328,copyright,"[[WP:CSD#G12|CSD G12 - Copyright infringement]] - Please see our [[WP:COPYRIGHT|copyright policy]]. Find answers to common questions at our [[Wikipedia:Copyright FAQ|Copyright FAQ]], and [[Wikipedia:Contributing_FAQ#Copyrights|Contributing FAQ]]."
Stephen St.Croix,20070707213532,20070619185701,unknown,
Stephen Tindall,20051113004427,20041031132730,unknown,
Stephen Yagman,20080128032237,20080124212525,unknown,
Stereo,20060322214023,20051029223805,unknown,
Stereopathetic Soulmanure,20050630190855,20050621185315,unknown,
Sterling College,20081008223124,20070316161921,unknown,
Sternalis,20150910080303,20110924045341,unknown,
Sternopericardiac ligaments,20150727035310,20130310192648,unknown,
Stern–Gerlach experiment,20040906071340,20040901213543,unknown,
Steuer,20160914134645,20130217064816,unknown,
Stevan Šupljikac,20050619101928,20050606132307,unknown,
Steve Belichick,20090830215736,20080212103005,unknown,
Steve Brûlé,20081209231357,20061123024205,unknown,
Steve Carlson (ice hockey),20091205001517,20060823081239,unknown,
Steve Charles (musician),20110406125610,20090211152622,unknown,
Steve Dahl,20051104185310,20051025181210,copyright,Copyvio; listed on [[WP:CP]] since Nov 4; http://www.imdb.com/name/nm0196974/bio
Steve Erwin,20060910103525,20060905121837,unknown,
Steve Harrison (candidate),20140821134329,20060713045745,unknown,
Steve Hassan,20090627171307,20040322202825,unknown,
Steve Johnson (fiction),20090725233520,20080313034417,unknown,
Steve Kinsey (disambiguation),20080715160256,20080531065740,unknown,
Steve Miller (athletics),20081120153621,20070606092149,copyright (move from Steve Miller (athletics)/Temp),Replacing copyright infringement with new article
Steve Morrison (disambiguation),20091214183313,20081129142731,unknown,
Steve Morse,20041105184927,20031210141001,unknown,
Steve Selby,20150410124029,20080712213619,unknown,
Steve Smith (New Zealand rugby player),20120213214056,20080419200952,unknown,
Steve Smith (Philadelphia Flyers),20070517062139,20051021104531,unknown,
Steve Smith (rugby union),20120213213401,20080326224126,unknown,
Steve Thomas (television),20050820200525,20050618164913,unknown,
Steve White (disambiguation),20081230100245,20070225125049,unknown,
Steve Williams (1958 footballer),20061203220944,20060823104929,unknown,
Steve Wynn (entrepreneur),20110730015431,20041222232436,unknown,
"Steven Bryant, Composer",20110509081736,20110319205630,unknown,
Steven Chapman,20140806204046,20121026100502,unknown,
Steven Cohen,20070123195758,20061213015340,unknown,
Steven Fabian,20110611033605,20100506041800,unknown,
Steven Goodman,20140905050148,20100403223942,unknown,
Steven Gray,20061022081600,20060725135723,unknown,
Steven Lopez,20081219111314,20060812030054,unknown,
Steven Millhauser,20061017143350,20060817171042,copyright,deleting to remove copyvio history
Stewart Albertson,20150319193356,20150312183022,unknown,
Stewart Hase,20140502225027,20130628215605,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]]
Stick gambling,20060122094454,20051222034208,unknown,
Stierling's barred warbler,20140114153852,20131225205304,unknown,
Still the One (song),20070208012630,20060806080908,unknown,
"Stillwater (town), New York",20101029015629,20080106042806,unknown,
Stilt (company),20151228222730,20151227212626,unknown,
Stimpy,20110529183316,20110124234944,unknown,
Sting (disambiguation),20080408182955,20071230034640,unknown,
"Stingray City, Grand Cayman",20060828135140,20060801012954,unknown,
Stinson Municipal Airport,20070926042308,20070827061024,unknown,
Stipple-throated antwren,20161211061817,20161004003200,unknown,
Stirling's theorem,20070317185622,20070315203341,unknown,
Stobart Rail Freight,20151002204512,20080804224032,unknown,
Stock Pigeon,20110211093733,20070217064416,unknown,
Stock music,20130412125905,20070926192500,unknown,
Stoker,20131013232352,20060827201439,unknown,
Stomach (Fu),20090702121247,20070924123333,unknown,
Stomp box,20070404215556,20031114004623,split from Stomp Box,
Stone Cold Sober (Paloma Faith song),20101116091447,20090806150256,unknown,
Stone Ridge School,20070726023406,20070209172924,unknown,
Stonehurst (disambiguation),20150308060128,20081129154210,unknown,
Stonelake,20110302000644,20081130172203,unknown,
Stoneman's 1863 Raid - April 29th to May 7th,20090520123551,20090515153502,unknown,
Stoner metal,20060328175256,20050810013646,unknown,
Stony (rapper),20170226005356,20131228135138,unknown,
Stony Lake (Manitoba),20070809203310,20070131162251,unknown,
Stony River (North Branch Potomac River),20140630013037,20070821232440,unknown,
Stoping,20090505205821,20080408220006,unknown,
Stoping (mining),20130226150836,20090505210613,unknown,
Stopper (plug),20101210152014,20041023110031,unknown,
Store Brand,20060406163644,20060326211101,unknown,
Storm (rapper),20130806184636,20110726162316,unknown,
Storm Thorgerson,20060502041724,20060430025706,copyright,content was: '{{copyvio|http://www.takenbystorm.us/bio.php}}'
Stormbreaker (novel),20141123054515,20060726152951,unknown,
Story of Jang-hwa and Hong-ryeon,20160705195816,20081117075719,unknown,
Straight Edge,20090924040829,20080809035520,unknown,
Strangelove,20051226051530,20051129184719,unknown,
Strangers in Our Own Land (Hawaii Five-O),20110625025915,20110111225839,unknown,
Strategic Air Command commanders,20091029225232,20061219062051,unknown,
"Strathcona County, Alberta",20121226224741,20051219031948,unknown,
Straw bale,20130505044328,20020909233813,unknown,
Strawberry (disambiguation),20060209125113,20021111103617,unknown,
Strawberry Mountain Wilderness,20070120031515,20061222014834,unknown,
Strawberry Schoolhouse,20150221212340,20150207001716,unknown,
Strawberry rhubarb pie,20151208133132,20110502123848,unknown,
Stray (novel),20050518165114,20021129184211,unknown,
Strcoll,20111022220801,20111010225543,unknown,
Streaming algorithm,20090301144342,20090217215024,unknown,
Streamlined System for the Romanization of Bulgarian,20080728225546,20080727082917,unknown,
Streetlight Manifesto Demo,20100828234323,20100328191420,unknown,
Streets of Rage,20060621185326,20040726040316,unknown,
Strei River,20160608135526,20080428104753,unknown,
"Strelley, Nottingham",20101129152259,20080808182141,unknown,
Streltsov Levgen,20140107221217,20121010001802,unknown,
Strength to Stand Conference,20151017033948,20150222205838,unknown,
Strepera fuliginosa,20090330101211,20061103111834,unknown,
Streptomyces orientalis,20160410190933,20130630233632,unknown,
Stress (original band),20061008173200,20061006034913,unknown,
Stricken (song),20061117211308,20060809222513,copyright,copyvio http://www.angelfire.com/goth2/michicko/stricken.html
Stridon,20070207080834,20070110181219,unknown,
Strikingly,20140925123446,20140709073808,unknown,
String Quartet No. 14 (Schubert),20041223170236,20040912153751,unknown,
Strings (2014 film),20150726233049,20130728094516,unknown,
Strings (Pakistani pop band),20060602190714,20060119042146,unknown,
Strip club,20050110052711,20041107203650,unknown,
Stripe-necked Tody-tyrant,20120105142909,20090901082032,unknown,
