article,first main,first talk
Device file,20080619051037,20080424133944
Peter Roberts,20080619115259,20080422151043
John Fleck,20080619120222,20080114201617
Index of California-related articles,20080619161349,20080524192551
South High School,20060118014029,20051125101631
Luis Rouxinol,20080620001509,20061215033134
Bahauddin Dagar,20080620123638,20060428194252
John Bradbury,20080620165008,20060912233639
"George W. Adams House (Muskingum County, Ohio)",20080621040409,20070723010829
"Olav Kerr, Baron Kerr of Kinlochard",20080621054839,20080414230137
Benazir Bhutto International Airport Islamabad,20080621134636,20080608034840
Alexander Smirnov (disambiguation),20080621185447,20080616193547
Patrick (SpongeBob SquarePants),20080621201553,20080617201112
Bingo Night Live,20080622012006,20080612233545
Argentina–Russia relations,20080622150204,20080514183919
WLGZ (AM),20080623013141,20080130170842
Tunnel Mill Scout Reservation,20080623035818,20060902043550
Lee Young You,20080623091738,20070501170256
Amédée Guillemin,20080623123411,20080621093422
Outreach Judaism,20080623133332,20080220183238
John Milton Bryan Simpson,20080623182758,20080222223739
Terry Hughes (disambiguation),20080623192526,20080620035147
Lake George (Indiana),20080624111900,20080501101709
Samuel Ward (disambiguation),20080624145520,20080617031708
George Ella Lyon,20080624210124,20070518180844
Old car,20080625004000,20080611043225
Mystical Seven,20080618222158,20070810135336
Two-factor authentication,20080625131218,20051020014049
Bharat,20080625170654,20080619154214
Rosh (disambiguation),20080626004257,20020809072951
Le Collège Français de Longueuil,20080626023547,20060611193422
1986-87 Boston Celtics season,20080626103647,20071020124443
Salimuzzaman Siddiqui/GA1,20080626120045,20080603210544
Irish Premier League,20080626161036,20070531193012
"Hillcrest, Ramapo, New York",20080627044116,20080106184554
Drew Pickles,20080627114211,20051117082414
"Bendogo, Ganzourgou",20080627170842,20080616030649
"363d Intelligence, Surveillance and Reconnaissance Wing",20080627185404,20070514174159
Hülya Avşar,20080629014449,20070405032720
Reuters/Jefferies CRB Index,20080629123804,20061021150201
Jerónimo Saavedra,20080629173804,20070215063641
Imperial Prince Kuniyoshi Kuni,20080629230331,20060727155928
List of Hindu gurus,20080630054011,20060131091105
List of marquesses in the peerage of the United Kingdom,20080630123540,20060619003306
Blue Bonnet (brand),20080630162800,20051025013858
2001–02 UEFA Cup,20080630172018,20070728003745
American English Coonhound,20080630223219,20080215221125
Attack Squadron 42 (U.S. Navy),20080701063448,20060926161228
Complete list of United States Supreme Court cases,20080701070931,20060526200835
Tammuz,20080701125528,20080128213237
Mount Pleasant Municipal Airport (Michigan),20071107195430,20071027042041
Thomas Bates (conspirator),20080701230308,20070826172157
Taylor Hayes (The Bold and the Beautiful),20080702014445,20070529043330
Italian settlement in Argentina,20080702050459,20080503013913
Lau lau,20080702143050,20061212041219
Lexington murders,20080702143540,20070712061830
Alan Wood (disambiguation),20080702165102,20080618054401
Robert Curran,20080702194428,20070826192209
Mark Martin (disambiguation),20080702195949,20051209061918
Mikhail Annenkov,20080702225120,20061220230115
Aggeliki Daliani,20080703131609,20080630150725
Road-traffic safety,20080703133852,20060507153621
Nyali Bridge,20080703151334,20080511194822
Andrew Schlafly,20080703225432,20070315014622
List of African-American Jews,20080704054942,20041122002252
North Hollywood Shootout,20080704090520,20080630164316
Megadim (moshav),20080704115908,20080115214649
Natural Regions of Colombia,20080704141249,20070823103514
Austal,20080704233944,20080213183350
Aaron Pointer,20080705000124,20080325154532
Balaklava (disambiguation),20080705045250,20080622233232
National Bank of Serbia,20080705060515,20050602041619
Junior Laboratory High School,20080705070822,20080704044858
Central India Horse,20080705112527,20061121145743
Bad News Blair,20080705114547,20071012051007
Woo hoo,20080705131939,20061130150115
Toronto Business Development Centre,20080705185239,20080704183111
Clubes City Club,20080705235725,20070225072931
Drainage system,20080629155329,20050523212844
Thomas Knight (actor),20080706093335,20070419102921
Alaska Native Arts Foundation,20080706161122,20080703170730
Fuel for the Fire,20080706171046,20070316032219
GOS (Linux distribution),20080706175003,20071105044606
GIMP/Archive 1,20080706191003,20061101105344
"Dora Township, Minnesota",20080706192226,20061121041536
Bernard Walther,20080706221730,20061020134029
Ichiro Mizuki,20080706223925,20070325133347
In Silico (album),20080707030642,20080327071112
Walmart*,20080707032234,20080705005303
Express lanes,20080707034429,20060731180749
"River Dun, Northern Ireland",20080707084136,20060914153536
Malik Obama,20080707085929,20080630031525
Koyanaskatsi,20080707153144,20061022153254
Celilo Falls/GA1,20080707165801,20080629160655
Vlatko Lozanoski,20080707183629,20080125080031
Aurora Inn,20080707185302,20080701230744
Malaŵi,20080707191330,20080119230935
Jaipal Singh Munda,20080321144947,20070726042850
Clarisa Fernandez,20080708000100,20060831174608
Weisse Elster River,20080708145646,20070225215530
Rooster Booster,20080708171325,20061220205248
High Earth Orbit,20080708171538,20080508100633
World trade centers,20080708174341,20050103224552
Relâche,20080707132750,20070322090148
Norwegian monarchy,20080709010253,20060221233300
Not sold in stores,20080709032812,20080624191342
"Lambert, Montana",20080709123239,20070924152659
David Matranga (voice actor),20080709153656,20071230074822
Allyn,20080709184236,20050705220730
MindTricks,20080710060809,20070128232449
List of Bratz characters,20080711011802,20060831083937
Infinite Loop,20080711181309,20041229200343
Completeness,20020610221929,20020527222641
42nd Attack Squadron,20080712050252,20080115002943
Sawgrass Expressway,20080712062626,20060118235659
Bibliography of Prem Rawat and related organizations,20080712083259,20080707093230
The Making of a Man,20080712101304,20071206223616
Kyle Hamilton (rower),20080712184447,20060815024857
Atlantis SquarePantis,20080712221732,20071116112239
"Verendre, North Dakota",20080713022512,20070129140708
Windfall (disambiguation),20080713094221,20070208161127
2005 San Marino Grand Prix Feature,20080713132312,20080711143341
Compact Disc mastering,20080713191922,20080702074442
Blackish grass mouse,20080713195416,20070513171326
Fei Long,20080714032438,20061228160655
Clarissa Mason,20080714093014,20080711210932
Anna McIntyre,20080714101932,20080711210451
Kiwi (disambiguation),20080714110835,20080603061918
Victor Harbor road,20080714123934,20080326183440
Rob Bowman,20080714214944,20060819210819
Crazylegs,20080714230841,20080703184116
Örüg Temür Khan,20080715062021,20080627005721
Øya Stadion,20080715104807,20080604101704
Javelin (weapon),20080715124608,20070101074608
El-Koura,20080715160204,20080309113516
Steve Kinsey (disambiguation),20080715160256,20080531065740
Presidio Nuestra Senora De Loreto De La Bahia,20080715201336,20080625121337
The Wieners Circle,20080715215445,20070428095253
Xinhua Sports & Entertainment,20080716031412,20080624191159
Tierra Redonda Mountain,20080716132611,20080714231810
Guyanés cheese,20080716211157,20080704000950
Kharkov,20080717081713,20050410124518
Abrasion (disambiguation),20080717105625,20051023220819
Arbeter Ring (Workmen's Circle),20080717150505,20041018203524
Family Online Safety Institute,20080717150743,20080618203723
Curia Julia,20080717210909,20060829175857
Jigsaw (disambiguation),20080717222307,20080312221809
Nana Yanagisawa,20080718025436,20080716052423
Don't Wanna Go to Bed Now,20080718064853,20080617130406
Profit,20080718084330,20050601182704
Autovía A-80,20080718104130,20070303062307
Grand Prix Motorcycles,20020523214131,20011008054416
Xscape (group),20080718165437,20060429222859
Peter Brown (Mayflower Pilgrim),20080718195801,20071013235736
Wide Gauge,20080718222737,20070926114431
Sacrificial Lambz,20080719085444,20080613221544
Thakur Public School,20080719094258,20080716112236
Bank Street (disambiguation),20080719141711,20050612201416
Dalip Singh (disambiguation),20080719194939,20070415090254
Megaliths,20080720021910,20071007182114
Mimi Fox,20080720054103,20060822130354
Don Bishop (football player),20080720115600,20070609203659
Jeff Clarke (disambiguation),20080720203048,20071226052115
John Bassett (publisher),20080720204134,20070422153132
Royal School (disambiguation),20080721003629,20080608124843
Route 66 (disambiguation),20080721004140,20070206010509
Robert Bowman (disambiguation),20080721004239,20080627043553
My Turn (disambiguation),20080721010807,20080603050412
Montgomery station (disambiguation),20080721011104,20080710004234
Middle man (disambiguation),20080721011253,20051230224238
Mark Stein (disambiguation),20080721015039,20080715160924
Marica (disambiguation),20080721015101,20060929173025
Equal rights (disambiguation),20080721022822,20080602091923
Don't Ever Change (disambiguation),20080721022929,20080611184656
Deep in My Heart (disambiguation),20080721023024,20080601080257
Naked,20060517090341,20040923050245
Assistants Cemetery,20080721155445,20080113200205
Dick Raaijmakers,20080721161550,20071202134112
Giv'ati (moshav),20080721200232,20071227173107
Brand Nubian (hip hop group),20080722065944,20060725185421
List of Brazilian film directors,20080722105411,20080523150618
Encomium (album),20080722114046,20050606202628
Smilers (album),20080723005342,20080605073604
Sleeping dragon (manoeuver),20080723035800,20080715234133
Wilhelm II of Germany,20080723043851,20060624215003
Brienne-le-Château,20080723121457,20060131044000
Majesty (band),20080723174412,20061005195827
Police Department County of Nassau,20080723174613,20080509032951
Alan Massey,20080723210421,20080613190100
"Sir Valentine Browne, Knight",20080724030143,20070406221802
Goedel Escher Bach,20020407135620,20020406085746
Computer graphics,20080723202509,20070304180801
National Rural Employment Guarantee Act (NREGA),20080724181522,20061205200024
Pass Island,20080724195013,20080620150311
Mike omoighe,20080724221100,20080117003349
Maria Louisa of Spain (1745-1792),20080725034730,20070204234648
Angus Reid (CFL football player),20080725114825,20070302212519
English Counties,20020520102525,20020430182548
County (England),20030504155012,20020731155240
Revolution money,20080725224233,20080722165646
Complete list of works produced by Hanna-Barbera,20080726014420,20061126004022
"Willoughby Merrik Campbell Burrell, 5th Baron Gywdyr",20080726063310,20080625053951
Tawhid (Islamic Monotheism),20080726115957,20080615103757
"William Stafford, Lord Chebsey",20080726151950,20080310193404
Human granulocytic anaplasmosis,20080727011135,20070814221623
Hotjobs.com,20080727052458,20071126200532
The Doha Agreement,20080727092834,20080616154702
Mahmoud Samir (footballer),20080727151227,20080705065122
Dragon Warrior (disambiguation),20041117024058,20040817021343
Fort Aguada (Bombay),20080728062815,20080530172035
ADS (disambiguation),20080728135302,20061215071232
Black market,20041221015644,20040811202921
East Kootenay (provincial electoral district),20080728164942,20051207000637
Reading (disambiguation),20080728181243,20070326175846
Tom Eric Vraalsen,20080728182106,20060824063856
Ivan Ivanov (disambiguation),20080728182342,20080620033017
Origen (band),20080728204335,20080110030127
Wolfpack (disambiguation),20080728214005,20080724034407
Sergio Álvarez (weightlifter),20080728215625,20061006032855
Somali clan,20080728223133,20061024083413
Streamlined System for the Romanization of Bulgarian,20080728225546,20080727082917
Potassium Aluminium Fluoride,20080729035924,20080725112051
Rippavilla Plantation,20080605151018,20080603190638
Hernando de Soto (explorer),20080729162913,20040530042610
Speed skating (disambiguation),20080729202031,20060206220735
Superlynx,20080729223308,20060301101720
Get Some (2008 film),20080730023701,20070614071512
Adolf Edward Herstein,20080730114501,20080724114004
Clan Stuart,20080731030328,20061207054339
William Porter (disambiguation),20080731092229,20080613224225
Sebastian Fleitas Miranda,20080731103333,20070423234551
OPCAT,20080731104339,20080108040750
Gladys Hartman,20080731113404,20070604204546
Sarkant District,20080731113555,20080617084231
Kabri,20080731113638,20070909201528
Chaerephon solomonis,20080731123402,20070730222011
Radiator Springs,20080731201213,20060714021649
Physician Champion,20080801001220,20080728034346
The Battle of Lake Erie (Put-in-Bay),20080801004233,20080529142213
African Pygmy-Kingfisher,20080801060957,20070717154735
NSDAP,20020505232632,20011003185718
Off and On (song),20080801172431,20080718234815
Rufous-collared thrush,20080801204732,20070727223042
Pirot,20080801221336,20070128193657
John Marshall (filmmaker),20080802012009,20061203145834
Hafei Motor,20080802092725,20080130052025
